Name,Review count,Category,Rating,Price,Latitude,Longitude,Review,Rating binary,Neighborhood
Noodle Stop,46,Noodles,4.0,$$,37.75395,-122.478,"['Came her on a Saturday around 1 and had a pleasant surprise , \n\nthey have cha cheung noodles almost like the old won ton house but comes on a plate\n\nThe...', 'My mom and I stopped by and got the vegetarian flat rice noodle soup for take out. We both have small appetites and I think it splits evenly into 2...', 'We ordered 4 things and owner gave us a sample of another plate\n\nBeef Congee - The texture of the congee was excellent.  Extremely smooth.  Came pipping hot...']",4.0,
G&Y Bakery Restaurant,45,Coffee & Tea,4.5,$$,37.79393948057939,-122.40760736167432,"[""I just got my tea there. The menu was impressive and there were a lot of locals eating there. I personally didn't try anything but I was looking at the food..."", 'Several of my coworkers said this place is authentic, and I agree after my visit here. The staff were really friendly, and one of them told me that its food...', ""Came here on a Saturday afternoon and there was a lot of people inside. There aren't that many tables inside, but the wait was not that long, about 10...""]",4.5,
Kitchen Aloha,42,Poke,4.5,$$,37.782486,-122.4205112,"[""First time eating here and have to say I'm very happy we did!\n\nOrdered takeout and everything we received was delicious and fresh.\n\nAll of the items were..."", ""I actually came here again recently and was pleasantly surprised. They're doing 10 dollar spicy poke bowls! They're pretty good and have a good variety of..."", ""Don't go here if you don't have at least an hour to wait. Or order ahead. Had to take our food to go after waiting about 40 minutes and wasn't able to eat...""]",4.5,
Teahouse,41,Coffee & Tea,4.5,$$,37.7703173336049,-122.469726414681,"[""What an absolute delight!\nThe Teahouse in the Japanese Tea Garden was the highlight of my visit there. \n\nIt's right in the middle of the tea garden and is..."", ""My boyfriend and I decided to spend this past Sunday at the Golden Gate Park. We stopped by the Japanese Tea Garden first as we've been meaning to go for a..."", ""Nice tea house that sells a variety of good Japanese tea and snacks.  It's a good place to take a break and enjoy the beautiful surroundings of the tea...""]",4.5,
El Porteño II Restaurant & Bar,41,Peruvian,4.5,$$,37.760501,-122.418991,"[""Very authentic no frills Peruvian cuisine In the heart of mission! Came here Friday w 5 friends- and boy did we leave happy ~\n\nFood: authentic - there's..."", 'We came across the restaurant as we were walking to our car. I usually order from the location on Mission and have always enjoyed how they add a small extra...', 'My experience eating at the restaurant.\nFront door: 2 stars.\nInside: 4 stars.\nFood: 5 stars (i ate lomo saltado, maracuya media jarra and...']",4.5,
Flour & Water Pasta Shop,40,Wine Bars,4.0,$$,37.759246,-122.411045,"['AHHH - sandwiches, I love them in all their forms...My current to favs in the city are from Roli Roti and Palm City Wines. This one might be 3rd.\n\nThis is...', ""Best sandwich hands down. You'll leave the place feeling full and satisfied.\n\nOrder: Calabrian Fried Chicken Sandwich \n\nAmbiance: Semi-Casual. Their..."", 'Great atmosphere. Tasty sandwich.\n\nI had a very enjoyable lunch here. Weather was perfect and their outdoor patio sitting was the perfect venue to...']",4.0,
"Menya Kanemaru, Golden Ramen",38,Ramen,4.5,$$,37.7703,-122.42271,"['6/5 katsu curry best in the city. better than hinoya and maruccis. I recommend the pork. try it for urself and see\n\n6/5 sashimi probably some of the best...', 'Very enjoyable! Had the special red chicken Ramen, which was spicy and amazing. My friend had a great salmon ramen. They have an extensive vegan menu, and...', ""Their vegan ramen is really good.    Best I've had hands down, and a bit better than most non-vegan ramen's I've had.    I was also impressed by the fixings...""]",4.5,
Grumpy Cafe,37,Japanese,4.0,$,37.73978,-122.40344,"[""Unassuming place, but the AM Sandwich is phenomenal! Simple breakfast sandwich, but done oh-so-well. Best I've had in years.\n\nGreat place to grab breakfast..."", 'This place rocks, theres not much food in this area so I stopped by while my car was in a nearby shop. Tons of seating, good food, nice owners. Delicious...', 'Stopped in to this Korean owned/operated cafe for a quick breakfast run for some coworkers this morning. Located in a heavy industrial area, I can see this...']",4.0,
Cantina Los Mayas,36,Mexican,5.0,$$$,37.77701093697556,-122.46350895613432,"['Classy, upscale addition to the neighborhood!\nJuben (one of the owners) and his lovely staff provide amazing service, very timely and friendly. \nGreat...', 'I do see where many of the reviews citing price come from, but inflation is real, rent is expensive, and I respect anyone who sets prices that are realistic...', 'Good, not great.\n\nPros:\n* Guacamole was excellent! It comes in the traditional bowl.\n* They gave us an ice cream on the house!! Omg, thank you.\n* Service...']",5.0,
La Cocina Municipal Marketplace,34,Food Court,5.0,$$,37.781823632230754,-122.41579351443436,"[""A community-led development that offers economic opportunities for women entrepreneurs, jobs for Tenderloin residents, and delicious food. What's not to..."", 'La Cocina is an excellent concept, where a bunch of really friendly people (from security guards through cashiers and cooks) prepare excellent food. The...', 'Hidden gem.  I had to kill some time while waiting for my passport pick up and luckily found these hype pop up cafes nearby with not your typical run of the...']",5.0,
Job Corps Advanced Culinary Academy Fine Dining Restaurant,29,American (New),4.5,$$,37.8216201073657,-122.369201123804,"['My sweetness and I indulged ourselves in celebrating Halloween with a gracious luncheon.\n\nStarted with Appetizers:\n* Wild Mushroom Soup w/Parmesan Cheese...', 'What a pleasant dining experience.  Funded by the Federal government, this program brings together youths from across the U.S.  It provides disadvantaged...', 'The culinary program at the job corpse based on treasure Island San Francisco area is an outstanding job development program.\n\nThe meals were gorgeous and...']",4.5,
Emmita's Cafe,28,Cafes,4.5,$$,37.78458766062135,-122.44008853699296,"['Lives up to the reviews. I found this on yelp, read the reviews and found parking (that was the most challenging part). Andrew (super friendly) helped me...', 'Formerly Cool Cravings now sits a new breakfast spot serving breakfast burritos to sandwiches and toasts,  smoothies, grab n go salads, signature espresso...', 'The breakfast little sandwich is delicious; soft bun, moist tasty egg the way I like it with sausage pieces - \nand a healthy fresh carrot juice.  \nThis...']",4.5,
Dumpling Kitchen,27,Dim Sum,4.5,$$,37.76013,-122.43529,"['So totally thrilled to find this place! We just attended the grand opening today (10/8/22): the food was freshly delicious & the service seamlessly...', 'A small storefront tucked in the heart of the Castro surprises you instantly if you walk in and ask to be seated in the back patio. We went midday on a...', ""FINALLY!!!!! This space and this neighborhood have a good restaurant!\nOur first time so we played it safe and went our GOSB's (good old stand bys), bbq pork...""]",4.5,
Brazuca Grill,26,Brazilian,4.5,$$,37.75804,-122.39167,"['Wow!!!! The food is delicious!!!!! OMG the Heaven bread is light and fluffy!!! So delicious!!! Thank you for coming to kaiser Redwood City today!!!!  We...', 'A Brazilian food truck that has some fusion options like tacos, burritos, quesadillas and fried rice.  They also have bowls which seem more traditionally...', 'Wowww... soooo yummy. I thought this meal was good. I ordered tacos!\n\nI think the mixture and combination of flavors make for a memorable meal. Will...']",4.5,
Ramen Sho Ryu,24,Ramen,4.5,$$,37.796335025863485,-122.422029,"['I came to visit my Caucasian friend in the area and he told me he loves this new ramen shop. Since I used to live in Japan, he brought me here for some...', 'I stumbled across this place @ 8:30 on a Friday night and got seated right away. I ordered the Black Garlic Tonkatsu Ramen with thin cut noodles and medium...', 'New ramen place on Polk! Came here mid-September and they said they opened about a month ago. \n\nParking / location: Parking was difficult but that was...']",4.5,
Mikawa,21,Japanese,4.0,$$,37.78181187836246,-122.4855282,"['Trying out another small local Japanese restaurant.\n\nQuality/Quantity -\nTonkatsu Curry - Breaded deep fried pork cutlet. One of their specialities, well...', 'This place aaa delicious! My husband and I went there on a breezy Monday night after a long walk. He got the tonkasu ramen: delish noodles, good broth and...', 'Take out dinner.  Was not crowded.  \n\nI ordered the chicken teri bento box.  The box comes with 2 tempura shrimp and 3 pieces of veggie.  You can gave 2...']",4.0,
Okkon Japanese Street Food,18,Japanese,4.5,$$,37.76881,-122.41511,"['Read an article about Okkon and had to go to their weekly Temescal Brewing pop-up for that Japan nostalgia. When we got there, it was just like the pictures...', ""An interesting, cabbage-heavy take on okonomiyaki that doesn't leave you with a greasy feeling afterwards. The base portion, at $10, is rather modest, and..."", 'My friend and I were craving okonomiyaki one day and came across this place on Yelp, so we decided to go after work.\n\nWe went to the pop up at Rintaro, but...']",4.5,
Chez Nguyen,18,Vietnamese,4.0,$$,37.79138,-122.40006,"[""Delicious food. Fast and friendly service. Atmosphere is clean and modern. Pricy, but portions are generous. I'd go back :)\n\nThey've only been open for a..."", 'New fast casual Vietnamese joint taking over a restaurant space that used to serve mediocre sushi.  Limited menu and the spring rolls always seem to be out!...', ""Pretty good pho. Soup flavor was good and noodles were very soft. Tough time to start a restaurant, especially downtown. Given they're new, here are a few...""]",4.0,
Aedan Koji Kitchen,13,Japanese,5.0,$$,37.76145,-122.40881,"['Aedan Koji Kitchen or Aedan Fermented, is a small business tucked away on an unassuming block. They have a small grocery store (full of fermented foods), a...', 'Fun lunch spot! Portions are on the smaller side so would recommend for smaller appetites, although all the ingredients and food are high quality.\n\nI got...', 'Newly opened in late spring, finally had a chance to try them (due to a lunch bag mishap). A few coworkers have made this spot part of their regular lunch...']",5.0,
